#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-01-03T19:18:19 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ586bf8d15886	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/432/1203&tab:{J/MNRAS/432/1203/table2}&key:source=J/MNRAS/432/1203/table2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/432/1203/table2
#-order=I
#-out=KIC
#-out=Teff
#-out=logg
#-out=f_logg
#-out=Mass
#-out=Per
#-out=e_Per
#-out=Amp
#-out=Flag
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_74321203
#Name: J/MNRAS/432/1203
#Title: Rotation periods of M-dwarf stars (McQuillan+, 2013)
#Table	J_MNRAS_432_1203_table2:
#Name: J/MNRAS/432/1203/table2
#Title: M-dwarfs with detected rotation periods
#Column	KIC	(I8)	KIC identification number (V/133)	[ucd=meta.id]
#Column	Teff	(I4)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	? Surface gravity	[ucd=phys.gravity]
#Column	f_logg	(A1)	[i] i for -{infinity}	[ucd=meta.code]
#Column	Mass	(F7.4)	Star mass	[ucd=phys.mass]
#Column	Per	(F6.3)	Rotation period	[ucd=time.period]
#Column	e_Per	(F6.3)	rms uncertainty on Per	[ucd=stat.error]
#Column	Amp	(F6.2)	[0.7/160] Amplitude of variability	[ucd=src.var]
#Column	Flag	(A2)	Flag on binarity or periodicity (1)	[ucd=meta.code.error]
#Column	_RA	(F10.6)	Positions from KIC (Cat. V/133) catalog (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F10.6)	Positions from KIC (Cat. V/133) catalog (declination part)	[ucd=pos.eq.dec;meta.main]
#KIC	Teff	logg	f_logg	Mass	Per	e_Per	Amp	Flag	_RA	_DE
# 	K	[cm/s2]	 	Msun	d	d	mmag	 	deg	deg
#————	----	-----	-	-------	------	------	------	--	----------	----------
 9520539	3899	 4.61	 	 0.5037	17.215	 0.074	  3.40	  	289.252990	+46.188519
 9520546	3920	 4.68	 	 0.5119	17.144	 0.115	  4.20	  	289.256010	+46.155399
 9529435	3822	 4.60	 	 0.4738	34.165	 0.122	 11.50	  	293.074010	+46.184818
 9532760	3651	 4.61	 	 0.4092	36.801	 0.306	  2.70	  	294.403660	+46.171329
 9540467	3757	 4.46	 	 0.4490	 8.429	 0.030	 16.60	  	297.096830	+46.171310
 9543852	3976	 4.51	 	 0.5339	28.811	 0.227	 10.30	  	298.040370	+46.195202
 9569210	3924	 4.63	 	 0.5135	21.149	 0.298	  5.20	  	281.769040	+46.279770
 9573366	3875	 4.53	 	 0.4943	34.645	 0.140	  5.60	  	284.295650	+46.218830
 9573685	3929	 4.42	 	 0.5154	30.650	 0.070	 20.20	PL	284.476530	+46.252579
 9575305	3948	 4.50	 	 0.5229	30.058	 0.379	  7.10	  	285.404600	+46.270901
 9575728	3967	 4.45	 	 0.5304	39.478	11.531	  2.93	  	285.636290	+46.247269
 9575777	3829	 4.65	 	 0.4765	21.895	 0.203	  6.80	  	285.667450	+46.239731
 9581885	3738	 4.51	 	 0.4417	10.615	 0.015	 56.80	  	289.132020	+46.231178
 9583357	3965	 4.56	 	 0.5296	21.721	 0.230	  3.90	  	289.881810	+46.218979
 9583871	3968	 4.44	 	 0.5307	15.570	 0.126	  4.80	  	290.114620	+46.295769
 9588430	3683	 4.42	 	 0.4211	37.700	16.992	  6.80	  	291.977510	+46.251400
 9588514	3734	 4.66	 	 0.4402	20.066	 0.297	  7.50	  	292.005650	+46.229118
 9588880	3865	 4.34	 	 0.4904	 7.244	 0.015	 34.90	PB	292.165950	+46.227631
 9596434	3999	 4.33	 	 0.5430	30.691	 0.105	  4.10	  	295.073670	+46.293530
 9596620	3910	 4.30	 	 0.5080	28.464	 0.424	  7.50	  	295.150390	+46.273239
 9601977	3926	 4.47	 	 0.5142	34.359	 0.149	  8.50	  	296.977840	+46.270370
 9602658	3919	 4.54	 	 0.5115	20.045	 0.025	  8.50	  	297.162840	+46.276310
 9605714	3725	 4.31	 	 0.4368	23.478	 0.210	  7.70	  	298.002260	+46.224812
 9605900	3658	 4.16	 	 0.4117	36.658	14.834	  6.70	  	298.051790	+46.234180
 9606822	3824	 4.46	 	 0.4746	20.699	 1.089	  4.90	  	298.295470	+46.273869
 9631366	3827	 4.59	 	 0.4758	 7.029	 0.000	 12.10	  	282.164890	+46.308861
 9632532	3853	 4.41	 	 0.4858	16.245	 0.236	 10.70	  	282.999210	+46.323841
 9636406	3862	 4.45	 	 0.4893	27.790	 0.061	  7.30	  	285.221890	+46.346909
 9636601	3650	 4.33	 	 0.4088	44.116	19.196	  8.40	  	285.354610	+46.391232
 9637036	3635	 4.21	 	 0.4032	40.009	19.754	  2.90	  	285.603450	+46.302071
 9640579	3818	 4.70	 	 0.4723	29.557	 0.297	  7.30	  	287.776820	+46.356071
 9659036	3973	 4.54	 	 0.5327	 4.976	 0.005	 38.30	PB	295.701320	+46.375481
 9662061	3990	 4.49	 	 0.5394	13.905	 0.056	  8.10	  	296.721160	+46.336922
 9692206	3836	 4.55	 	 0.4792	14.682	 0.030	 23.50	  	282.068210	+46.421082
 9693387	3918	 4.36	 	 0.5111	18.942	 0.057	  8.40	  	282.878330	+46.460621
 9697725	3817	 4.57	 	 0.4719	21.067	 0.037	  6.30	  	285.430820	+46.448490
 9700650	3731	 4.58	 	 0.4391	21.394	 0.049	  7.90	  	287.158330	+46.475201
 9702112	3862	 4.64	 	 0.4893	31.284	 0.184	  5.20	  	288.026640	+46.403252
 9702771	3974	 4.52	 	 0.5331	18.779	 0.275	  3.50	  	288.410980	+46.448990
 9706804	3805	 4.42	 	 0.4673	19.800	 0.037	  7.30	  	290.381530	+46.465832
 9710326	3829	 4.53	 	 0.4765	23.979	 0.996	  4.20	PL	291.862850	+46.429260
 9711202	3904	 4.59	 	 0.5056	24.101	 0.142	  4.00	  	292.218600	+46.487400
 9712019	3999	 4.51	 	 0.5430	36.699	19.074	  7.60	  	292.570250	+46.499458
 9713071	3657	 4.55	 	 0.4114	37.332	 9.552	  7.91	  	293.003540	+46.431759
 9713353	3741	 4.63	 	 0.4429	22.702	 0.163	  7.00	  	293.119780	+46.412682
 9715154	3855	 4.62	 	 0.4866	30.467	 0.096	  7.40	  	293.869540	+46.450588
 9715686	3856	 4.33	 	 0.4870	18.819	 0.029	  7.80	  	294.073790	+46.403751
 9718972	3838	 4.39	 	 0.4800	31.202	 0.157	 10.00	  	295.279140	+46.408791
 9726699	   0	     	i	 0.0000	 0.593	 0.000	 24.10	PB	297.789090	+46.483665
 9726785	3727	 4.57	 	 0.4376	39.723	16.793	 10.70	  	297.808620	+46.482422
 9753740	3862	 4.33	 	 0.4893	20.127	 0.037	  6.00	  	282.704250	+46.505280
 9758042	3938	 4.59	 	 0.5189	37.210	11.054	  4.40	  	285.223110	+46.561852
 9761113	3531	 4.05	 	 0.3654	 0.674	 0.000	 38.20	PB	287.101720	+46.502899
 9772725	3890	 4.54	 	 0.5002	13.456	 0.121	  8.20	  	292.745420	+46.554379
 9785648	3568	 4.28	 	 0.3787	31.642	 0.157	 15.60	  	297.402040	+46.584270
 9786877	3719	 4.37	 	 0.4346	11.218	 0.237	 19.30	  	297.741090	+46.506950
 9787239	3911	 4.64	 	 0.5084	36.280	 0.612	  5.40	PL	297.842410	+46.574268
 9790889	3851	 4.52	 	 0.4850	31.315	 0.175	 12.30	  	298.892670	+46.597439
 9813003	3920	 4.57	 	 0.5119	24.663	 0.549	  4.20	  	282.025700	+46.626251
 9818003	3842	 4.55	 	 0.4815	18.574	 0.092	  5.20	  	285.002010	+46.644409
 9825237	3723	 4.62	 	 0.4361	45.485	19.307	  4.60	  	289.236390	+46.644032
 9827048	3970	 4.47	 	 0.5315	26.666	 0.015	 11.10	  	290.133760	+46.622108
 9828292	3859	 4.35	 	 0.4881	 9.686	 0.015	 36.90	  	290.662870	+46.609520
 9848792	3719	 4.46	 	 0.4346	29.200	 0.409	  6.70	  	298.162810	+46.640339
 9848932	3702	 4.47	 	 0.4282	32.561	 0.525	  4.80	  	298.199830	+46.617691
 9873729	3832	 4.37	 	 0.4777	18.860	 0.057	  5.80	  	282.590270	+46.726608
 9879930	3709	 4.50	 	 0.4308	30.262	 0.560	  5.20	  	286.305970	+46.797329
 9882303	3911	 4.50	 	 0.5084	29.843	 0.061	 10.30	  	287.735530	+46.764950
 9885985	3858	 4.54	 	 0.4877	37.823	17.837	  8.20	  	289.740300	+46.769772
 9898046	3958	 4.58	 	 0.5268	14.487	 0.101	  6.20	  	294.708310	+46.748119
 9898639	3829	 4.68	 	 0.4765	41.889	18.247	 16.00	  	294.929290	+46.782780
 9903613	3852	 4.49	 	 0.4854	13.844	 0.010	 20.00	  	296.672580	+46.700321
 9903965	3660	 4.39	 	 0.4125	43.626	15.239	 11.10	  	296.788330	+46.786652
 9933305	3922	 4.51	 	 0.5127	34.002	 0.262	  4.90	  	281.881200	+46.890678
 9933464	3659	 4.24	 	 0.4121	 1.226	 0.000	 49.10	PB	282.021360	+46.804630
 9934865	3694	 4.60	 	 0.4252	19.330	 0.025	  8.60	  	282.969090	+46.816540
 9935558	3591	 4.41	 	 0.3871	51.687	16.350	  7.70	  	283.405210	+46.805210
 9935739	3601	 4.21	 	 0.3907	42.461	17.045	 15.80	  	283.525600	+46.883759
 9941061	3731	 4.39	 	 0.4391	21.394	 0.124	  3.90	  	286.582060	+46.875511
 9941632	3915	 4.39	 	 0.5099	24.531	 0.122	  3.00	  	286.953980	+46.820740
 9941718	3724	 4.45	 	 0.4365	 3.698	 0.000	 23.60	PB	287.014400	+46.811321
 9942242	3524	 4.16	 	 0.3629	49.797	16.459	 17.80	  	287.324370	+46.825939
 9942695	3697	 4.64	 	 0.4263	18.022	 0.011	  6.60	  	287.591800	+46.884399
 9944770	3856	 4.65	 	 0.4870	28.444	 0.045	  8.50	  	288.821320	+46.864712
 9945771	3921	 4.38	 	 0.5123	 2.677	 0.000	 57.20	PB	289.361420	+46.892361
 9955316	3821	 4.49	 	 0.4734	35.217	 0.175	  8.40	  	293.564510	+46.823380
 9963819	3676	 4.32	 	 0.4184	41.582	14.360	  6.55	  	296.754060	+46.896790
 9991488	3661	 4.19	 	 0.4129	21.997	 0.047	 14.90	  	281.068050	+46.974682
 9991565	3936	 4.42	 	 0.5182	14.763	 0.095	  5.90	  	281.134700	+46.979450
 9992083	3839	 4.46	 	 0.4804	 0.419	 0.005	 84.30	PB	281.517580	+46.978561
10020291	3515	 4.13	 	 0.3597	53.659	25.764	  9.70	  	295.255130	+46.969742
10027247	3863	 4.26	 	 0.4897	17.481	 0.040	  5.80	PL	297.486690	+46.996712
10057537	3658	 4.19	 	 0.4117	36.924	11.335	 14.70	  	283.468630	+47.053539
10065745	3719	 4.43	 	 0.4346	 2.084	 0.000	 21.40	PB	287.702210	+47.078480
10067340	3602	 4.16	 	 0.3911	 5.640	 0.000	 22.70	PB	288.518710	+47.018379
10068906	3958	 4.39	 	 0.5268	15.754	 0.032	  7.40	  	289.257260	+47.027721
10079354	3944	 4.48	 	 0.5213	39.376	17.296	  9.90	  	293.517610	+47.042160
10081899	3690	 4.43	 	 0.4237	28.954	 0.318	  9.30	  	294.464570	+47.045441
10087130	3880	 4.57	 	 0.4963	12.485	 0.010	 20.00	  	296.270140	+47.025188
10091404	3915	 4.53	 	 0.5099	25.726	 0.076	  3.30	  	297.555850	+47.073051
10091786	3722	 4.61	 	 0.4357	13.221	 0.071	 10.70	  	297.657140	+47.093311
10093963	3834	 4.55	 	 0.4784	28.505	 0.167	  8.80	  	298.288970	+47.017910
10094872	3992	 4.48	 	 0.5402	22.375	 0.257	  6.80	  	298.550870	+47.093559
10096977	3714	 4.50	 	 0.4327	11.300	 0.020	 38.60	  	299.104860	+47.069069
10099790	3812	 4.53	 	 0.4700	17.869	 0.057	  3.80	HM	299.946200	+47.057240
10118677	3967	 4.54	 	 0.5304	22.743	 0.034	  4.90	  	280.952700	+47.164581
10118816	3978	 4.52	 	 0.5347	39.090	12.153	  3.40	PL	281.050110	+47.188148
10119326	3662	 4.59	 	 0.4132	20.515	 0.074	  4.60	  	281.360600	+47.122211
10124435	3905	 4.52	 	 0.5060	20.352	 0.186	  8.20	  	284.327060	+47.155521
10128261	3880	 4.61	 	 0.4963	29.424	 0.045	  5.60	  	286.228820	+47.200001
10128760	3663	 4.33	 	 0.4136	16.531	 0.139	 21.10	  	286.476100	+47.154030
10129425	3940	 4.50	 	 0.5197	22.508	 0.041	  7.40	  	286.815400	+47.188240
10130595	3807	 4.57	 	 0.4681	22.079	 0.122	  7.20	  	287.401890	+47.135410
10130646	3721	 4.62	 	 0.4353	44.259	21.221	  7.40	  	287.429530	+47.127609
10140708	4000	 4.56	 	 0.5434	18.881	 0.037	  5.40	  	291.676540	+47.162781
10146539	3654	 4.13	 	 0.4103	 5.190	 0.000	 11.10	PB	293.911440	+47.142349
10158021	3961	 4.55	 	 0.5280	16.613	 0.096	  7.50	  	297.550900	+47.182419
10162201	3850	 4.54	 	 0.4846	19.453	 0.012	  7.60	  	298.661830	+47.109718
10163894	3675	 4.57	 	 0.4181	39.703	11.055	 10.20	  	299.123600	+47.121960
10165815	3847	 4.86	 	 0.4835	20.924	 0.346	  4.06	  	299.698520	+47.186729
10166274	3931	 4.73	 	 0.5162	25.093	 0.303	  5.20	PL	299.830410	+47.157459
10166321	3936	 4.47	 	 0.5182	26.012	 0.061	 16.80	  	299.844940	+47.142151
10185859	3901	 4.57	 	 0.5045	24.439	 0.262	  3.70	  	280.694400	+47.201241
10185979	3838	 4.55	 	 0.4800	20.454	 0.099	  6.30	  	280.780790	+47.261902
10188460	3850	 4.47	 	 0.4846	13.742	 0.015	 12.80	  	282.368190	+47.202332
10188654	3957	 4.52	 	 0.5264	17.369	 0.034	  3.80	  	282.471950	+47.271221
10196885	3692	 4.42	 	 0.4244	36.239	 1.583	  6.20	  	286.852840	+47.250359
10197875	3875	 4.55	 	 0.4943	28.178	 0.197	  4.00	  	287.370880	+47.273842
10197916	3860	 4.58	 	 0.4885	21.925	 0.034	  8.00	  	287.388340	+47.264381
10203345	3950	 4.62	 	 0.5237	14.120	 0.010	 19.40	  	290.042180	+47.246971
10213932	3875	 4.54	 	 0.4943	31.407	 0.201	 14.20	  	294.251680	+47.287891
10215254	3906	 4.53	 	 0.5064	35.493	 0.149	 17.40	  	294.709560	+47.232159
10219019	3849	 4.60	 	 0.4842	17.154	 0.011	  7.70	  	295.997470	+47.251732
10223447	3645	 4.43	 	 0.4069	19.065	 0.062	  5.10	  	297.346950	+47.296741
10224595	3528	 4.17	 	 0.3643	56.223	15.123	  7.80	  	297.672300	+47.220188
10224611	3516	 4.04	 	 0.3600	31.672	 0.525	  3.90	HM	297.676150	+47.221500
10224804	3828	 4.74	 	 0.4761	15.877	 0.096	  9.60	  	297.729000	+47.280220
10253829	3914	 4.40	 	 0.5095	34.829	 0.621	 12.71	  	281.773250	+47.317390
10253901	3698	 4.45	 	 0.4267	44.872	21.313	 14.60	  	281.820500	+47.394211
10255692	3813	 4.53	 	 0.4704	21.517	 0.025	  3.30	  	282.842960	+47.344131
10259154	3960	 4.45	 	 0.5276	15.550	 0.043	  8.20	  	284.731660	+47.388329
10262494	3810	 4.61	 	 0.4692	27.381	 0.152	  9.60	  	286.506900	+47.351471
10266175	3534	 4.10	 	 0.3665	45.628	14.237	 11.60	  	288.458100	+47.373878
10267392	3981	 4.53	 	 0.5359	29.486	 0.076	  8.60	  	289.041290	+47.325359
10267590	3909	 4.46	 	 0.5076	14.937	 0.035	  4.20	  	289.130130	+47.357922
10268893	3739	 4.54	 	 0.4421	36.505	 0.061	  9.70	  	289.709380	+47.397308
10269616	3559	 4.05	 	 0.3755	43.238	13.802	 33.20	  	290.017240	+47.381081
10273194	3658	 4.32	 	 0.4117	23.519	 0.535	  6.50	HM	291.496830	+47.354069
10285642	3723	 4.65	 	 0.4361	31.090	 0.691	  7.60	  	296.187230	+47.342442
10289442	3895	 4.51	 	 0.5021	33.225	 0.131	  4.10	  	297.314420	+47.338680
10289679	3813	 4.49	 	 0.4704	31.090	 0.201	  7.20	  	297.382900	+47.397282
10293445	3708	 4.38	 	 0.4304	38.303	 0.674	  6.80	  	298.423610	+47.321800
10294074	3723	 4.49	 	 0.4361	20.454	 0.111	  4.50	  	298.594330	+47.327782
10298103	3866	 4.53	 	 0.4908	26.216	 0.152	  7.80	  	299.726840	+47.351372
10320483	3825	 4.52	 	 0.4750	25.706	 0.848	  5.20	  	282.266660	+47.478420
10320656	3845	 4.56	 	 0.4827	19.105	 0.049	 10.80	HM	282.346310	+47.482151
10322177	3690	 4.32	 	 0.4237	44.075	21.713	 10.60	  	283.323550	+47.449310
10322554	3783	 4.46	 	 0.4589	35.984	 0.245	  9.20	  	283.522860	+47.443211
10323994	3975	 4.53	 	 0.5335	22.978	 0.169	  9.00	  	284.308410	+47.400490
10324374	3924	 4.67	 	 0.5135	31.693	 0.630	  7.30	  	284.503600	+47.404980
10328903	3743	 4.54	 	 0.4436	19.146	 0.557	  6.60	  	286.963130	+47.496521
10329835	3914	 4.39	 	 0.5095	22.640	 0.373	  3.60	PL	287.501160	+47.469269
10332732	3546	 4.18	 	 0.3708	 3.494	 0.000	 16.10	PB	289.010100	+47.446999
10332883	3898	 4.49	 	 0.5033	19.105	 0.111	  5.70	PL	289.072240	+47.407070
10336624	3541	 4.13	 	 0.3690	31.733	14.574	  3.90	  	290.712160	+47.487701
10341831	3851	 4.42	 	 0.4850	25.889	 0.264	  5.60	PL	292.738920	+47.490730
10346931	3894	 4.69	 	 0.5017	24.245	 0.339	  3.60	  	294.624480	+47.478931
10350965	3904	 4.54	 	 0.5056	16.939	 0.152	  5.00	  	296.044620	+47.458611
10355509	3952	 4.58	 	 0.5244	13.691	 0.071	 11.60	  	297.456540	+47.438122
10359854	3961	 4.54	 	 0.5280	13.548	 0.010	 20.50	  	298.655330	+47.468719
10382584	3929	 4.57	 	 0.5154	33.103	 0.236	  7.70	  	280.132140	+47.596329
10387256	3978	 4.78	 	 0.5347	43.115	12.971	  3.90	  	283.132390	+47.566959
10387746	3675	 4.42	 	 0.4181	19.943	 0.062	  9.70	  	283.430940	+47.558880
10388286	3740	 4.55	 	 0.4425	38.272	11.638	  9.00	PL	283.740690	+47.516289
10388451	3929	 4.79	 	 0.5154	41.869	13.124	  7.40	  	283.847560	+47.515659
10395312	3728	 4.32	 	 0.4380	20.209	 0.111	 12.30	  	287.562810	+47.578629
10395858	3951	 4.51	 	 0.5241	16.204	 0.032	  6.00	  	287.873200	+47.549370
10397969	3950	 4.55	 	 0.5237	16.204	 0.118	  5.30	  	288.941310	+47.589668
10398659	3744	 4.62	 	 0.4440	24.704	 0.076	  9.10	  	289.302030	+47.547810
10404108	3963	 4.49	 	 0.5288	13.558	 0.020	  5.00	  	291.588170	+47.559311
10406791	3856	 4.38	 	 0.4870	32.551	 0.122	 18.30	  	292.675420	+47.584518
10406828	3659	 4.61	 	 0.4121	21.353	 0.198	  9.00	  	292.689580	+47.572540
10420508	3626	 4.55	 	 0.3999	36.188	 0.087	  5.50	  	297.438420	+47.540241
10422607	3970	 4.53	 	 0.5315	36.454	 0.849	  3.90	  	298.012270	+47.590790
10424656	3843	 4.60	 	 0.4819	15.080	 0.032	 12.40	  	298.578520	+47.510712
10425412	3643	 4.61	 	 0.4062	38.824	16.323	  6.30	  	298.774050	+47.508430
10427308	3819	 4.64	 	 0.4727	19.902	 0.186	  7.90	  	299.304720	+47.500992
10450889	3929	 4.49	 	 0.5154	23.642	 0.364	  5.20	  	282.363160	+47.679260
10454036	3852	 4.43	 	 0.4854	40.704	16.016	  6.30	  	284.115570	+47.662350
10459632	3679	 4.31	 	 0.4196	23.223	 0.027	  7.50	  	287.047790	+47.630852
10461831	3621	 4.12	 	 0.3981	47.845	21.087	 12.40	  	288.190430	+47.672260
10471960	3814	 4.50	 	 0.4707	 7.213	 0.000	 37.00	  	292.536220	+47.602020
10482602	3798	 4.43	 	 0.4646	34.349	 0.604	  6.40	  	296.376560	+47.684940
10489206	3846	 4.58	 	 0.4831	14.385	 0.061	 11.50	PL	298.258120	+47.604939
10491684	3886	 4.52	 	 0.4986	24.428	 0.122	  2.60	  	298.943020	+47.644112
10515276	3856	 4.52	 	 0.4870	30.160	 0.280	  3.69	  	281.872560	+47.773998
10515986	3668	 4.30	 	 0.4155	 0.746	 0.005	 33.90	PB	282.330350	+47.724991
10516213	3690	 4.39	 	 0.4237	33.389	 0.297	 10.40	  	282.457180	+47.795101
10519040	3841	 4.40	 	 0.4812	31.335	 0.096	  5.80	  	284.083890	+47.785042
10525027	3875	 4.45	 	 0.4943	29.169	 0.157	  8.80	PL	287.346740	+47.772961
10525049	3856	 4.48	 	 0.4870	32.898	 0.577	  7.90	  	287.364040	+47.785210
10525990	3861	 4.41	 	 0.4889	15.448	 0.129	  9.10	  	287.851960	+47.741920
10526369	3914	 4.37	 	 0.5095	19.637	 0.025	 11.20	  	288.047970	+47.705261
10527947	3829	 4.49	 	 0.4765	23.754	 0.468	  3.66	  	288.817260	+47.749561
10529541	3937	 4.40	 	 0.5186	16.235	 0.068	  5.10	  	289.567930	+47.760979
10534762	3799	 4.63	 	 0.4650	29.424	 0.167	  5.91	  	291.736540	+47.703522
10535074	3860	 4.56	 	 0.4885	20.904	 0.197	  4.30	  	291.874480	+47.722000
10535592	3940	 4.44	 	 0.5197	16.837	 0.107	  6.80	  	292.079350	+47.728321
10535858	3802	 4.57	 	 0.4661	17.246	 0.040	 12.80	  	292.166900	+47.755638
10536761	3687	 4.31	 	 0.4226	 5.640	 0.020	 19.90	PB	292.547210	+47.733841
10545372	3903	 4.40	 	 0.5052	16.163	 0.150	  6.30	  	295.795140	+47.759418
10548508	3543	 4.15	 	 0.3697	 9.236	 0.010	 22.60	  	296.832820	+47.790520
10548640	3564	 4.20	 	 0.3773	 0.960	 0.000	 23.60	PB	296.868470	+47.716110
10549100	3868	 4.57	 	 0.4916	17.358	 0.137	  7.70	  	296.991210	+47.790428
10554222	3718	 4.46	 	 0.4342	30.896	 0.079	  5.20	  	298.450440	+47.741711
10579525	3910	 4.55	 	 0.5080	27.136	 0.682	  4.00	  	281.636660	+47.858749
10579570	3992	 4.53	 	 0.5402	17.665	 0.074	  4.90	  	281.666930	+47.876911
10580447	3965	 4.55	 	 0.5296	30.794	 0.273	  5.80	  	282.183070	+47.884300
10581640	4000	 4.59	 	 0.5434	13.067	 0.096	  8.70	  	282.877930	+47.882172
10582096	3905	 4.51	 	 0.5060	34.420	 0.385	 16.60	  	283.161190	+47.886978
10586780	3709	 4.35	 	 0.4308	45.822	22.860	 10.40	  	285.727810	+47.807289
10587070	3651	 4.30	 	 0.4092	20.842	 0.273	  7.00	  	285.876010	+47.831188
10590538	3997	 4.52	 	 0.5422	19.821	 0.198	  4.20	  	287.744260	+47.899761
10598352	3651	 4.45	 	 0.4092	34.707	 0.044	  7.60	  	291.195040	+47.806412
10602294	3878	 4.53	 	 0.4955	42.686	19.887	  7.30	  	292.783050	+47.835880
10603046	3939	 4.58	 	 0.5193	27.483	 0.167	  4.00	  	293.107600	+47.854691
10611342	3688	 4.32	 	 0.4229	31.458	 0.157	  5.00	  	296.093080	+47.879372
10612424	3479	 4.32	 	 0.3469	36.678	17.394	  5.00	  	296.424320	+47.811451
10612448	3252	 4.63	 	 0.2703	20.372	 0.049	  7.20	  	296.432190	+47.812160
10614833	3836	 4.62	 	 0.4792	18.125	 0.092	  7.30	  	297.164250	+47.848461
10615211	3548	 4.15	 	 0.3715	44.627	20.553	  9.20	  	297.269230	+47.840931
10618510	3745	 4.52	 	 0.4444	31.887	 0.569	  6.00	  	298.197940	+47.828362
10618962	3856	 4.56	 	 0.4870	16.388	 0.032	  8.80	  	298.329680	+47.898251
10622511	3600	 4.60	 	 0.3904	16.858	 0.171	 10.00	  	299.318330	+47.801861
10644522	3851	 4.46	 	 0.4850	17.440	 0.074	 10.90	  	281.091670	+47.936909
10644834	3944	 4.56	 	 0.5213	21.312	 0.161	  3.30	  	281.275630	+47.947369
10647081	   0	     	i	 0.0000	69.679	29.937	 11.10	  	282.688900	+47.971912
10648902	3658	 4.25	 	 0.4117	47.753	18.728	  4.70	  	283.717830	+47.905399
10659585	3817	 4.51	 	 0.4719	25.440	 0.061	 10.00	  	289.354680	+47.941921
10666943	3914	 4.63	 	 0.5095	42.625	13.494	  5.23	  	292.390290	+47.924801
10668098	3921	 4.54	 	 0.5123	18.411	 0.052	  3.80	  	292.851070	+47.969028
10709619	3528	 4.11	 	 0.3643	36.852	 0.779	 10.60	  	281.320070	+48.082359
10711897	3932	 4.48	 	 0.5166	17.798	 0.052	  8.30	  	282.590420	+48.081749
10713157	3826	 4.51	 	 0.4754	29.098	 0.152	 13.80	  	283.283420	+48.031670
10718806	3848	 4.62	 	 0.4839	16.950	 0.102	  7.40	  	286.304140	+48.037441
10724336	3676	 4.21	 	 0.4184	43.728	22.017	  7.60	  	289.071870	+48.018822
10727884	3836	 4.43	 	 0.4792	30.507	 0.061	 23.10	  	290.527220	+48.097710
10729684	3628	 4.62	 	 0.4007	40.806	17.854	  8.00	  	291.237550	+48.030769
10732063	3505	 4.05	 	 0.3561	46.875	14.580	 13.37	  	292.183200	+48.074638
10733307	3719	 4.39	 	 0.4346	42.849	19.944	  5.00	  	292.670040	+48.085869
10733308	3974	 4.45	 	 0.5331	29.036	 0.015	  3.60	  	292.670410	+48.088390
10734057	3861	 4.33	 	 0.4889	28.168	 9.346	  7.60	  	292.992610	+48.092251
10750514	3987	 4.39	 	 0.5382	32.132	 0.131	  8.00	  	298.269710	+48.097359
10775543	3943	 4.55	 	 0.5209	15.080	 5.508	  4.20	  	281.103450	+48.152790
10777410	3640	 4.19	 	 0.4051	34.216	 0.017	 11.90	  	282.139190	+48.126770
10789552	3909	 4.41	 	 0.5076	35.463	 0.420	  7.40	  	288.641880	+48.121368
10789903	3852	 4.43	 	 0.4854	35.708	 0.114	 10.00	  	288.798100	+48.177620
10790693	3935	 4.58	 	 0.5178	33.859	 0.149	  9.80	  	289.161440	+48.160690
10796551	3918	 4.50	 	 0.5111	16.061	 0.054	  4.10	  	291.561740	+48.185520
10798521	3746	 4.68	 	 0.4448	42.870	13.611	  6.20	  	292.389310	+48.115669
10800330	3733	 4.41	 	 0.4399	19.146	 0.062	 13.90	  	293.105900	+48.160450
10801273	3981	 4.36	 	 0.5359	29.874	 0.121	  5.10	  	293.479100	+48.137421
10803272	3920	 4.56	 	 0.5119	19.841	 0.037	  7.60	  	294.224980	+48.158440
10803430	3919	 4.38	 	 0.5115	20.168	 0.087	  6.20	  	294.283420	+48.147079
10809258	3854	 4.37	 	 0.4862	25.767	 0.455	  9.30	  	296.354430	+48.133389
10812504	3918	 4.38	 	 0.5111	17.971	 0.017	 11.80	  	297.292690	+48.114380
10843322	3650	 4.37	 	 0.4088	39.130	 9.947	  3.40	  	282.304530	+48.219769
10844360	3675	 4.46	 	 0.4181	45.383	12.876	  6.50	  	282.985470	+48.299080
10850518	3847	 4.57	 	 0.4835	20.699	 0.106	  6.30	  	286.712650	+48.203678
10853806	3971	 4.58	 	 0.5319	28.260	12.134	  5.70	  	288.392210	+48.216251
10857583	3717	 4.32	 	 0.4338	10.993	 0.000	 92.70	  	290.129210	+48.208481
10858600	3906	 4.81	 	 0.5064	28.198	 0.818	  7.40	  	290.634060	+48.279652
